,基金代码,基金简称,2021-12-06-单位净值,2021-12-06-累计净值,2021-12-03-单位净值,2021-12-03-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
208,006945,银河臻选多策略混合A,0.9969,0.9969,0.9923,0.9923,0.0046,0.46,开放申购,开放赎回,0.08%
209,008387,银河臻选多策略混合C,0.9944,0.9944,0.9898,0.9898,0.0046,0.46,开放申购,开放赎回,0.00%
210,011971,东财银行A,0.9340,0.9340,0.9297,0.9297,0.0043,0.46,开放申购,开放赎回,0.12%
211,011972,东财银行C,0.9318,0.9318,0.9275,0.9275,0.0043,0.46,开放申购,开放赎回,0.00%
212,519066,汇添富蓝筹稳健混合A,3.5920,4.9210,3.5760,4.9050,0.0160,0.45,开放申购,开放赎回,0.15%
213,013516,汇添富蓝筹稳健混合E,3.59,3.59,3.5740,3.5740,0.0160,0.45,开放申购,开放赎回,0.00%
214,001320,工银丰盈回报灵活配置混合A,2.4650,2.4650,2.4540,2.4540,0.0110,0.45,开放申购,开放赎回,0.15%
215,003218,前海开源祥和债券A,1.5146,1.5146,1.5078,1.5078,0.0068,0.45,开放申购,开放赎回,0.08%
216,008477,安信价值驱动三年持有混合,1.5124,1.5624,1.5056,1.5556,0.0068,0.45,开放申购,暂停赎回,0.15%
217,014028,招商中证银行指数C,1.1840,1.1840,1.1787,1.1787,0.0053,0.45,开放申购,开放赎回,0.00%
218,006102,浙商丰利增强债券,1.9045,1.9045,1.8962,1.8962,0.0083,0.44,开放申购,开放赎回,0.08%
219,003219,前海开源祥和债券C,1.5031,1.5031,1.4965,1.4965,0.0066,0.44,开放申购,开放赎回,0.00%
220,008298,华夏中证银行ETF联接A,1.1575,1.1575,1.1524,1.1524,0.0051,0.44,开放申购,开放赎回,0.12%
221,008299,华夏中证银行ETF联接C,1.1507,1.1507,1.1457,1.1457,0.0050,0.44,开放申购,开放赎回,0.00%
222,160418,华安中证银行指数,0.9535,1.1075,0.9493,1.1033,0.0042,0.44,开放申购,开放赎回,0.12%
223,003254,前海开源鼎裕债券A,1.2725,2.0225,1.2671,2.0171,0.0054,0.43,开放申购,开放赎回,0.08%
224,007710,格林泓泰三个月定开债A,1.0437,1.1237,1.0392,1.1192,0.0045,0.43,开放申购,开放赎回,0.08%
225,007711,格林泓泰三个月定开债C,1.0434,1.1434,1.0389,1.1389,0.0045,0.43,开放申购,开放赎回,0.00%
226,481012,工银深证红利ETF联接A,1.4759,2.1107,1.4698,2.1046,0.0061,0.42,开放申购,开放赎回,0.10%
227,003255,前海开源鼎裕债券C,1.2901,2.0401,1.2847,2.0347,0.0054,0.42,开放申购,开放赎回,0.00%
228,013347,工银丰盈回报灵活配置混合C,2.4560,2.4560,2.4460,2.4460,0.01,0.41,开放申购,开放赎回,0.00%
229,006724,工银深证红利ETF联接C,1.4642,1.9138,1.4582,1.9078,0.0060,0.41,开放申购,开放赎回,0.00%
230,000845,国投瑞银信息消费混合,1.2160,2.1580,1.2110,2.1530,0.0050,0.41,开放申购,开放赎回,0.15%
231,160631,鹏华银行A,0.9830,1.11,0.9790,1.1060,0.0040,0.41,开放申购,开放赎回,0.12%
232,008798,国金惠安利率债A,1.0303,1.0303,1.0263,1.0263,0.0040,0.39,开放申购,开放赎回,0.06%
233,008799,国金惠安利率债C,1.0287,1.0287,1.0247,1.0247,0.0040,0.39,开放申购,开放赎回,0.00%
234,000880,富国研究精选灵活配置混合,2.3670,2.3670,2.3580,2.3580,0.0090,0.38,开放申购,开放赎回,0.15%
235,519706,交银深证300价值ETF联接,2.0880,2.0880,2.08,2.08,0.0080,0.38,开放申购,开放赎回,0.15%
236,001213,华润元大稳健债券C,1.0560,1.0760,1.0520,1.0720,0.0040,0.38,开放申购,开放赎回,0.00%
237,519185,万家精选混合,1.0385,2.2848,1.0346,2.2809,0.0039,0.38,开放申购,开放赎回,0.15%
238,006810,泰康香港银行指数C,0.8517,0.8517,0.8485,0.8485,0.0032,0.38,开放申购,开放赎回,0.00%
239,020020,国泰双利债券C,1.6260,1.8780,1.62,1.8720,0.0060,0.37,开放申购,开放赎回,0.00%
240,501090,华宝中证消费龙头指数(LOF)A,1.4959,1.4959,1.4904,1.4904,0.0055,0.37,开放申购,开放赎回,0.10%
241,009329,华宝中证消费龙头指数(LOF)C,1.4904,1.4904,1.4849,1.4849,0.0055,0.37,开放申购,开放赎回,0.00%
242,519027,海富通上证周期ETF联接,1.3690,1.3690,1.3640,1.3640,0.0050,0.37,开放申购,开放赎回,0.12%
243,001154,北信瑞丰平安中国,1.3620,1.3620,1.3570,1.3570,0.0050,0.37,开放申购,开放赎回,0.15%
244,519212,万家宏观择时多策略混合,1.2648,1.2648,1.2601,1.2601,0.0047,0.37,开放申购,开放赎回,0.15%
245,001212,华润元大稳健债券A,1.0710,1.0980,1.0670,1.0940,0.0040,0.37,开放申购,开放赎回,0.08%
246,012461,东财家电A,0.9387,0.9387,0.9352,0.9352,0.0035,0.37,开放申购,开放赎回,0.12%
247,006809,泰康香港银行指数A,0.8606,0.8606,0.8574,0.8574,0.0032,0.37,开放申购,开放赎回,0.10%
248,020019,国泰双利债券A,1.6940,1.96,1.6880,1.9540,0.0060,0.36,开放申购,开放赎回,0.10%
249,010365,鹏华香港银行指数(LOF)C,1.0998,1.0998,1.0959,1.0959,0.0039,0.36,开放申购,开放赎回,0.00%
250,501025,鹏华香港银行指数(LOF)A,0.9436,0.9936,0.9402,0.9902,0.0034,0.36,开放申购,开放赎回,0.12%
251,012462,东财家电C,0.9371,0.9371,0.9337,0.9337,0.0034,0.36,开放申购,开放赎回,0.00%
252,000835,华润元大富时中国A50指数A,2.9551,2.9551,2.9451,2.9451,0.01,0.34,开放申购,开放赎回,0.12%
253,010573,华润元大富时中国A50指数C,2.9456,2.9456,2.9357,2.9357,0.0099,0.34,开放申购,开放赎回,0.00%
254,001185,安信动态策略混合A,1.6042,1.6042,1.5988,1.5988,0.0054,0.34,限大额,开放赎回,0.10%
255,002029,安信动态策略混合C,1.5848,1.5848,1.5795,1.5795,0.0053,0.34,限大额,开放赎回,0.00%
256,004488,嘉实富时中国A50ETF联接A,1.5241,1.5241,1.5189,1.5189,0.0052,0.34,开放申购,开放赎回,0.12%
257,006719,国融融盛龙头严选混合C,1.4824,1.5324,1.4774,1.5274,0.0050,0.34,开放申购,开放赎回,0.00%
258,006718,国融融盛龙头严选混合A,1.4358,1.4858,1.4310,1.4810,0.0048,0.34,开放申购,开放赎回,0.15%
259,005229,嘉实富时中国A50ETF联接C,1.3552,1.3552,1.3506,1.3506,0.0046,0.34,开放申购,开放赎回,0.00%
260,001023,华夏亚债中国指数C,1.1970,1.4070,1.1930,1.4030,0.0040,0.34,开放申购,开放赎回,0.00%
261,004225,国寿安保稳诚混合A,1.1618,1.3770,1.1579,1.3731,0.0039,0.34,限大额,开放赎回,0.08%
262,004226,国寿安保稳诚混合C,1.1590,1.3716,1.1551,1.3677,0.0039,0.34,限大额,开放赎回,0.00%
263,007859,平安5-10年期政策性金融债A,1.0740,1.0740,1.0704,1.0704,0.0036,0.34,开放申购,开放赎回,0.03%
264,160218,国泰国证房地产行业指数,0.9077,1.7634,0.9046,1.7603,0.0031,0.34,开放申购,开放赎回,0.10%
265,350001,天治财富增长混合,1.6780,3.5233,1.6725,3.5178,0.0055,0.33,限大额,开放赎回,0.12%
266,162307,海富通中证100指数(LOF)A,1.5420,1.8860,1.5370,1.8810,0.0050,0.33,限大额,开放赎回,0.12%
267,002521,永赢双利债券A,1.2888,3.1388,1.2845,3.1345,0.0043,0.33,开放申购,开放赎回,0.08%
268,002522,永赢双利债券C,1.2853,1.2983,1.2811,1.2941,0.0042,0.33,开放申购,开放赎回,0.00%
269,003358,易方达中债7-10年国开债A,1.1571,1.1813,1.1533,1.1775,0.0038,0.33,开放申购,开放赎回,0.08%
270,006962,南方7-10年国开债C,1.1405,1.1405,1.1368,1.1368,0.0037,0.33,开放申购,开放赎回,0.00%
271,006760,国金惠盈纯债C,1.0802,1.1132,1.0767,1.1097,0.0035,0.33,开放申购,开放赎回,0.00%
272,009604,国金惠盈纯债E,1.0723,1.1403,1.0688,1.1368,0.0035,0.33,开放申购,开放赎回,0.00%
273,007860,平安5-10年期政策性金融债C,1.0613,1.0613,1.0578,1.0578,0.0035,0.33,开放申购,开放赎回,0.00%
274,001623,兴业国企改革混合,2.52,2.52,2.5120,2.5120,0.0080,0.32,开放申购,开放赎回,0.15%
275,001021,华夏亚债中国指数A,1.25,1.4620,1.2460,1.4580,0.0040,0.32,开放申购,开放赎回,0.08%
276,009803,易方达中债7-10年国开债C,1.1551,1.1793,1.1514,1.1756,0.0037,0.32,开放申购,开放赎回,0.00%
277,006961,南方7-10年国开债A,1.1434,1.1434,1.1397,1.1397,0.0037,0.32,开放申购,开放赎回,0.06%
278,013594,南方7-10年国开债E,1.1428,1.1428,1.1392,1.1392,0.0036,0.32,开放申购,开放赎回,0.00%
279,006549,国金惠盈纯债A,1.0834,1.1204,1.0799,1.1169,0.0035,0.32,开放申购,开放赎回,0.06%
280,519191,万家新利灵活配置混合,1.0486,1.4112,1.0453,1.4079,0.0033,0.32,开放申购,开放赎回,0.06%
281,530015,建信深证基本面60ETF联接A,2.7482,2.7482,2.7396,2.7396,0.0086,0.31,开放申购,开放赎回,0.15%
282,006363,建信深证基本面60ETF联接C,2.7287,2.7287,2.7202,2.7202,0.0085,0.31,开放申购,开放赎回,0.00%
283,519193,万家消费成长,2.4763,2.4763,2.4686,2.4686,0.0077,0.31,开放申购,开放赎回,0.15%
284,007229,华安中债7-10年国开债C,1.6413,1.7613,1.6363,1.7563,0.0050,0.31,开放申购,开放赎回,0.00%
285,008116,银华沪深股通精选混合,1.0087,1.0087,1.0056,1.0056,0.0031,0.31,开放申购,开放赎回,0.15%
286,240008,华宝收益增长混合,9.8237,9.8237,9.7945,9.7945,0.0292,0.30,开放申购,开放赎回,0.15%
287,003376,广发中债7-10年国开债指数A,1.1891,1.2001,1.1855,1.1965,0.0036,0.30,开放申购,开放赎回,0.05%
288,011062,广发中债7-10年国开债指数E,1.1878,1.1878,1.1843,1.1843,0.0035,0.30,开放申购,开放赎回,0.00%
289,003377,广发中债7-10年国开债指数C,1.1658,1.1768,1.1623,1.1733,0.0035,0.30,开放申购,开放赎回,0.00%
290,004033,金鹰添荣纯债债券A,1.0483,1.2238,1.0452,1.2207,0.0031,0.30,开放申购,开放赎回,0.08%
291,007228,华安中债7-10年国开债A,1.0441,1.0550,1.0410,1.0519,0.0031,0.30,开放申购,开放赎回,0.60%
292,013256,金鹰添荣纯债债券C,1.0430,1.0430,1.0399,1.0399,0.0031,0.30,开放申购,开放赎回,0.00%
293,010199,长信添利安心收益混合A,1.0110,1.0280,1.0080,1.0250,0.0030,0.30,开放申购,开放赎回,0.80%
294,001473,建信大安全战略精选股票,3.2013,3.2013,3.1919,3.1919,0.0094,0.29,开放申购,开放赎回,0.15%
295,519022,国泰金泰灵活配置混合C,2.0359,2.1209,2.03,2.1150,0.0059,0.29,开放申购,开放赎回,0.00%
296,519020,国泰金泰灵活配置混合A,2.0182,1.9161,2.0124,1.9107,0.0058,0.29,开放申购,开放赎回,0.15%
297,920002,中金精选股票A,1.9991,5.8140,1.9933,5.7994,0.0058,0.29,开放申购,开放赎回,1.50%
298,920922,中金精选股票C,1.9858,1.9858,1.9801,1.9801,0.0057,0.29,开放申购,开放赎回,0.00%
299,501060,中金优选300指数(LOF)A,1.7923,1.7923,1.7872,1.7872,0.0051,0.29,开放申购,开放赎回,0.10%
300,004279,国寿安保稳荣混合A,1.1869,1.4123,1.1835,1.4089,0.0034,0.29,开放申购,开放赎回,0.08%
301,004280,国寿安保稳荣混合C,1.1839,1.4065,1.1805,1.4031,0.0034,0.29,开放申购,开放赎回,0.00%
302,007937,华夏饲料豆粕期货ETF联接A,1.1530,1.1530,1.1497,1.1497,0.0033,0.29,限大额,开放赎回,0.06%
303,006547,红塔红土盛弘混合A,1.1051,1.6531,1.1019,1.6499,0.0032,0.29,开放申购,开放赎回,0.08%
304,006548,红塔红土盛弘混合C,1.0943,1.6423,1.0911,1.6391,0.0032,0.29,开放申购,开放赎回,0.00%
305,519208,万家3-5年政金债纯债A,1.0903,1.1764,1.0872,1.1733,0.0031,0.29,开放申购,开放赎回,0.06%
306,008595,平安惠智纯债债券,1.0530,1.0530,1.05,1.05,0.0030,0.29,暂停申购,开放赎回,0.08%
307,004318,国寿安保尊裕优化回报债券A,1.0410,1.1520,1.0380,1.1490,0.0030,0.29,开放申购,开放赎回,0.08%
308,004319,国寿安保尊裕优化回报债券C,1.0370,1.1320,1.0340,1.1290,0.0030,0.29,开放申购,开放赎回,0.00%
309,010200,长信添利安心收益混合C,1.01,1.0250,1.0071,1.0221,0.0029,0.29,开放申购,开放赎回,0.00%
310,011853,招商中证消费龙头指数增强A,0.9911,0.9911,0.9882,0.9882,0.0029,0.29,开放申购,开放赎回,0.12%
311,163810,中银价值混合,3.27,3.29,3.2610,3.2810,0.0090,0.28,开放申购,开放赎回,0.15%
312,501061,中金优选300指数(LOF)C,1.7746,1.7746,1.7696,1.7696,0.0050,0.28,开放申购,开放赎回,0.00%
313,001030,天弘云端生活优选,1.4640,1.4640,1.4599,1.4599,0.0041,0.28,开放申购,开放赎回,0.15%
314,004609,长信乐信灵活配置混合C,1.4548,1.4728,1.4508,1.4688,0.0040,0.28,限大额,开放赎回,0.00%
315,393001,中海优势精选灵活配置混合,1.4520,1.5170,1.4480,1.5130,0.0040,0.28,开放申购,开放赎回,0.15%
316,004608,长信乐信灵活配置混合A,1.4493,1.4673,1.4453,1.4633,0.0040,0.28,限大额,开放赎回,0.08%
317,050013,博时上证超大盘ETF联接,1.2285,1.2285,1.2251,1.2251,0.0034,0.28,开放申购,开放赎回,0.12%
318,090001,大成价值增长混合,1.1811,4.6264,1.1778,4.6231,0.0033,0.28,开放申购,开放赎回,0.15%
319,007938,华夏饲料豆粕期货ETF联接C,1.1464,1.1464,1.1432,1.1432,0.0032,0.28,暂停申购,开放赎回,0.00%
320,010381,浙商智选价值混合A,1.0881,1.0881,1.0851,1.0851,0.0030,0.28,开放申购,开放赎回,0.15%
321,010382,浙商智选价值混合C,1.0847,1.0847,1.0817,1.0817,0.0030,0.28,开放申购,开放赎回,0.00%
322,519209,万家3-5年政金债纯债C,1.0802,1.1570,1.0772,1.1540,0.0030,0.28,开放申购,开放赎回,0.00%
323,008054,汇添富中债7-10年国开债A,1.0414,1.0414,1.0385,1.0385,0.0029,0.28,开放申购,开放赎回,0.05%
324,008055,汇添富中债7-10年国开债C,1.0391,1.0391,1.0362,1.0362,0.0029,0.28,开放申购,开放赎回,0.00%
325,011854,招商中证消费龙头指数增强C,0.9889,0.9889,0.9861,0.9861,0.0028,0.28,开放申购,开放赎回,0.00%
326,010908,大成沪深300增强发起式A,0.9346,0.9346,0.9320,0.9320,0.0026,0.28,开放申购,开放赎回,0.15%
327,270008,广发核心精选混合,4.7690,4.9790,4.7560,4.9660,0.0130,0.27,开放申购,开放赎回,0.15%
328,233006,大摩领先优势混合,4.0780,4.0780,4.0672,4.0672,0.0108,0.27,开放申购,开放赎回,0.15%
329,590003,中邮核心优势灵活配置混合,3.3420,3.5220,3.3330,3.5130,0.0090,0.27,开放申购,开放赎回,0.15%
330,202009,南方盛元红利混合,1.5030,2.21,1.4990,2.2060,0.0040,0.27,开放申购,开放赎回,0.15%
331,010636,财通安盈混合A,1.0589,1.0589,1.0561,1.0561,0.0028,0.27,开放申购,开放赎回,0.80%
332,003586,先锋精一混合A,1.0113,1.0113,1.0086,1.0086,0.0027,0.27,开放申购,开放赎回,0.15%
333,009338,万家民瑞祥和6个月持有债A,1.0075,1.0640,1.0307,1.0612,0.0028,0.27,开放申购,开放赎回,0.04%
334,010909,大成沪深300增强发起式C,0.9316,0.9316,0.9291,0.9291,0.0025,0.27,开放申购,开放赎回,0.00%
335,000011,华夏大盘精选混合A,19.9650,26.7690,19.9140,26.7180,0.0510,0.26,限大额,开放赎回,0.15%
336,540012,汇丰晋信恒生龙头指数A,1.9006,2.4806,1.8957,2.4757,0.0049,0.26,开放申购,开放赎回,0.12%
337,001149,汇丰晋信恒生龙头指数C,1.8812,2.4312,1.8764,2.4264,0.0048,0.26,开放申购,开放赎回,0.00%
338,010224,海富通中证100指数(LOF)C,1.5440,1.5440,1.54,1.54,0.0040,0.26,开放申购,开放赎回,0.00%
339,007671,建信中证红利潜力指数A,1.3251,1.3251,1.3217,1.3217,0.0034,0.26,开放申购,开放赎回,0.12%
340,007672,建信中证红利潜力指数C,1.3129,1.3129,1.3095,1.3095,0.0034,0.26,开放申购,开放赎回,0.00%
341,014174,富国中证国有企业改革指数(LOF)C,1.1380,1.1380,1.1350,1.1350,0.0030,0.26,开放申购,开放赎回,0.00%
342,010637,财通安盈混合C,1.0556,1.0556,1.0529,1.0529,0.0027,0.26,开放申购,开放赎回,0.00%
343,006848,博时中债5-10农发行A,1.0281,1.1258,1.0254,1.1231,0.0027,0.26,开放申购,开放赎回,0.05%
344,009339,万家民瑞祥和6个月持有债C,1.0075,1.0592,1.0308,1.0565,0.0027,0.26,开放申购,开放赎回,0.00%
345,011365,鹏扬景颐混合A,1.0067,1.0067,1.0041,1.0041,0.0026,0.26,开放申购,开放赎回,0.10%
346,011366,鹏扬景颐混合C,1.0054,1.0054,1.0028,1.0028,0.0026,0.26,开放申购,开放赎回,0.00%
347,003587,先锋精一混合C,0.9609,0.9609,0.9584,0.9584,0.0025,0.26,开放申购,开放赎回,0.00%
348,012628,华夏大盘精选混合C,19.9210,19.9210,19.8710,19.8710,0.05,0.25,限大额,开放赎回,0.00%
349,001162,前海开源优势蓝筹股票A,1.6350,1.6350,1.6310,1.6310,0.0040,0.25,开放申购,开放赎回,0.15%
350,420008,天弘债券发起式A,1.22,1.4050,1.2170,1.4020,0.0030,0.25,开放申购,开放赎回,0.08%
351,000296,鹏华丰实定开债B,1.1920,1.5140,1.1890,1.5110,0.0030,0.25,暂停申购,暂停赎回,0.00%
352,006959,浦银中债3-5年农发债指数A,1.0448,1.0548,1.0422,1.0522,0.0026,0.25,开放申购,开放赎回,0.05%
353,006960,浦银中债3-5年农发债指数C,1.0433,1.0533,1.0407,1.0507,0.0026,0.25,开放申购,开放赎回,0.00%
354,006849,博时中债5-10农发行C,1.0279,1.1233,1.0253,1.1207,0.0026,0.25,开放申购,开放赎回,0.00%
355,011570,鹏华鑫远价值一年持有期混合A,0.9762,0.9762,0.9738,0.9738,0.0024,0.25,开放申购,暂停赎回,0.15%
356,009940,格林稳健价值混合A,0.9374,0.9374,0.9351,0.9351,0.0023,0.25,开放申购,开放赎回,0.15%
357,009941,格林稳健价值混合C,0.9332,0.9332,0.9309,0.9309,0.0023,0.25,开放申购,开放赎回,0.00%
358,167301,方正富邦保险主题指数,0.7920,1.3240,0.79,1.3210,0.0020,0.25,开放申购,开放赎回,0.08%
359,000805,中银新经济灵活配置混合,2.0650,2.0650,2.06,2.06,0.0050,0.24,开放申购,开放赎回,0.15%
360,004333,金鹰元盛债券型发起式E,1.2560,1.4570,1.2530,1.4540,0.0030,0.24,开放申购,开放赎回,0.06%
361,002135,广发鑫源混合A,1.2350,1.2350,1.2320,1.2320,0.0030,0.24,限大额,开放赎回,1.20%
362,006451,华富恒定久期国开债A,1.0858,1.1188,1.0832,1.1162,0.0026,0.24,开放申购,开放赎回,0.05%
363,006452,华富恒定久期国开债C,1.0826,1.1156,1.08,1.1130,0.0026,0.24,开放申购,开放赎回,0.00%
364,010190,嘉实价值发现三个月定开混合,1.0809,1.1788,1.0783,1.1762,0.0026,0.24,暂停申购,暂停赎回,1.50%
365,009306,平安惠铭纯债,1.0640,1.0640,1.0614,1.0614,0.0026,0.24,暂停申购,开放赎回,0.08%
366,009495,大成景轩中高等级债券A,1.0385,1.0385,1.0360,1.0360,0.0025,0.24,开放申购,开放赎回,0.80%
367,013289,工银食品饮料混合A,1.0229,1.0229,1.0205,1.0205,0.0024,0.24,开放申购,开放赎回,0.15%
368,012191,中银恒泰9个月持有期债券A,1.0116,1.0116,1.0092,1.0092,0.0024,0.24,暂停申购,封闭期,0.80%
369,011571,鹏华鑫远价值一年持有期混合C,0.9718,0.9718,0.9695,0.9695,0.0023,0.24,开放申购,暂停赎回,0.00%
370,163907,中海惠裕纯债发起式,0.8430,1.44,0.8410,1.4380,0.0020,0.24,开放申购,开放赎回,0.06%
371,005164,富荣福锦混合A,2.1872,2.1872,2.1822,2.1822,0.0050,0.23,限大额,开放赎回,0.15%
372,005165,富荣福锦混合C,2.1568,2.1568,2.1519,2.1519,0.0049,0.23,限大额,开放赎回,0.00%
373,001385,东方新思路混合C,1.6449,1.6449,1.6412,1.6412,0.0037,0.23,开放申购,开放赎回,0.00%
374,001755,嘉实新思路混合,1.3190,1.4310,1.3160,1.4280,0.0030,0.23,限大额,开放赎回,0.15%
375,003308,中信建投睿利A,1.2385,1.4208,1.2357,1.4180,0.0028,0.23,开放申购,开放赎回,0.12%
376,008893,创金合信鑫利混合A,1.2275,1.2275,1.2247,1.2247,0.0028,0.23,限大额,开放赎回,0.12%
377,003327,万家鑫璟纯债A,1.1850,1.2960,1.1823,1.2933,0.0027,0.23,开放申购,开放赎回,0.04%
378,003328,万家鑫璟纯债C,1.1770,1.2829,1.1743,1.2802,0.0027,0.23,开放申购,开放赎回,0.00%
379,007080,建信中债5-10国开指数A,1.0727,1.1024,1.0702,1.0999,0.0025,0.23,开放申购,开放赎回,0.05%
380,007081,建信中债5-10国开指数C,1.0707,1.1004,1.0682,1.0979,0.0025,0.23,开放申购,开放赎回,0.00%
381,007546,融通增享纯债债券,1.0654,1.0654,1.0630,1.0630,0.0024,0.23,开放申购,开放赎回,0.70%
382,004230,永赢添益债券,1.0516,1.2410,1.0492,1.2386,0.0024,0.23,开放申购,开放赎回,0.80%
383,007508,大成中债3-5年国开债C,1.0369,1.0899,1.0345,1.0875,0.0024,0.23,开放申购,开放赎回,0.00%
384,009496,大成景轩中高等级债券C,1.0353,1.0353,1.0329,1.0329,0.0024,0.23,开放申购,开放赎回,0.00%
385,005897,平安合颖定开债,1.0323,1.1328,1.0299,1.1304,0.0024,0.23,暂停申购,暂停赎回,0.80%
386,011952,万家悦兴3个月定开债券,1.0142,1.0142,1.0119,1.0119,0.0023,0.23,暂停申购,暂停赎回,0.40%
387,012192,中银恒泰9个月持有期债券C,1.0095,1.0095,1.0072,1.0072,0.0023,0.23,暂停申购,封闭期,0.00%
388,012057,鹏华品质成长混合A,0.9874,0.9874,0.9851,0.9851,0.0023,0.23,开放申购,开放赎回,0.15%
389,011595,融通核心趋势混合A,0.9588,0.9588,0.9566,0.9566,0.0022,0.23,开放申购,开放赎回,0.15%
390,001638,前海开源优势蓝筹股票C,1.79,1.79,1.7860,1.7860,0.0040,0.22,开放申购,开放赎回,0.15%
391,001384,东方新思路混合A,1.6873,1.6873,1.6836,1.6836,0.0037,0.22,开放申购,开放赎回,0.08%
392,009026,中银高质量发展机遇混合,1.6824,1.6824,1.6787,1.6787,0.0037,0.22,开放申购,开放赎回,0.15%
393,160716,嘉实基本面50指数(LOF)A,1.6322,1.6322,1.6286,1.6286,0.0036,0.22,开放申购,开放赎回,0.12%
394,502006,易方达中证国企改革(LOF)A,1.5468,0.9607,1.5434,0.9587,0.0034,0.22,限大额,开放赎回,0.10%
395,012873,易方达中证国企改革(LOF)C,1.5455,1.5455,1.5421,1.5421,0.0034,0.22,开放申购,开放赎回,0.00%
396,510080,长盛全债指数增强债券,1.4716,2.7811,1.4683,2.7778,0.0033,0.22,开放申购,开放赎回,0.10%
397,002361,国富恒瑞债券A,1.3940,1.43,1.3910,1.4270,0.0030,0.22,开放申购,开放赎回,0.08%
